Reference #,Property Name,State,County,City ,Street & Number,Restricted Address,Listed Date,Area of Significance,Category of Property,Level of Significance - Local,Level of Significance - State,Level of Significance - National,Level of Significance - International,Level of Significance - Not Indicated,Name of Multiple Property Listing,Other Names,Request Type,External Link,Orig Ref#
82003362,Gage and Tollner Restaurant,NEW YORK,Kings,New York,372 Fulton St.,False,6/3/82, ARCHITECTURE,BUILDING,True,False,False,False,False,,,Single,https://catalog.archives.gov/id/75318401,82003362
