the_geom,OBJECTID,Borough,Block,Lot,Address,BBL,LPC_NAME,LPC_LPNumb,LPC_SiteDe,LPC_SiteSt,LPC_Altern,DesDate,LandmarkTy,URL_REPORT,Shape_Leng,Shape_Area
"MULTIPOLYGON (((-73.98510889649043 40.73404827245324, -73.98498998577928 40.7339983184431, -73.98501883613291 40.73395858098023, -73.98508169504089 40.733871999891136, -73.98502843534838 40.73384962526017, -73.98513735164401 40.73369960572428, -73.98527301019155 40.733756595595764, -73.98527793399786 40.73374981359876, -73.98529424651326 40.73374658195871, -73.9854059910257 40.73359266512895, -73.98558198794326 40.7336666010004, -73.98569819846645 40.7337154203266, -73.98558967655269 40.733864897435474, -73.9855119825609 40.73383225867888, -73.9853722114553 40.73377354229333, -73.98535845371143 40.73379248993561, -73.98536434857554 40.733794966181534, -73.98527426346594 40.73391904920613, -73.98525891294118 40.733940192971495, -73.98520408590437 40.73391715994998, -73.98510889649043 40.73404827245324)))",1168,MN,897,16,15 Rutherford Place and 226 East 16th Street,1008970016,Friends Meeting House and Seminary,LP-00241,"Borough of Manhattan Tax Map Block 897, Lot 16 in part, consisting of the land on which the described buildings are situated.",Designated,,12/09/1969,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/0241.pdf,649.717468704,12388.7406326
"MULTIPOLYGON (((-73.96215255355195 40.810866438020284, -73.96219491519285 40.8108089461368, -73.96222355358886 40.810770080138234, -73.9623553667234 40.81082614771685, -73.96228506737116 40.81092231680386, -73.96215255355195 40.810866438020284)), ((-73.96249799129244 40.811214680593544, -73.96263442691532 40.81127232252155, -73.96261096586957 40.811304162814714, -73.96246351422432 40.811504278409, -73.96247396517481 40.811508723965694, -73.96250145284047 40.81152041596498, -73.96241198703876 40.81164183603902, -73.96238508468761 40.81163039274696, -73.96237404837508 40.81162569845396, -73.9622383132471 40.811567103724286, -73.96221775498532 40.81155835946099, -73.96230663509063 40.811437735384324, -73.9623271933263 40.81144648053243, -73.96248188640594 40.811236538535695, -73.96249799129244 40.811214680593544)))",1215,MN,1992,13,Broadway and Niebuhr Place,1019920013,Union Theological Seminary,LP-00595,"Borough of Manhattan Tax Map Block 1992, Lot 13 in part, consisting of the land on which the described buildings are situated.",Designated,"encompassing Brown Memorial Tower, James Tower, and James Memorial Chapel",11/15/1967,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/0595.pdf,582.331353913,8988.25816414
