Resource Name,County,National Register Date,National Register Number,Longitude,Latitude,Georeference
East High School,Monroe,06/30/1983,90NR01474,-77.5913900149,43.1592699545,POINT (-77.5913900149 43.1592699545)
Lenox District No. 4 Schoolhouse,Madison,02/23/1996,96NR00926,-75.7422291417,43.0420534418,POINT (-75.7422291417 43.0420534418)
New Lebanon District No. 8 School,Columbia,04/22/2021,20NR00128,-73.3949273221,42.464622399,POINT (-73.3949273221 42.464622399)
Groton High School,Tompkins,07/24/1992,92NR00307,-76.3663356068,42.5879740021,POINT (-76.3663356068 42.5879740021)
Saints Cyril and Methodius Slovak Roman Catholic School,Broome,03/01/2007,06NR05656,-75.9244642539,42.1060002358,POINT (-75.9244642539 42.1060002358)
School No. 6,Livingston,08/31/1989,90NR01368,-77.6452877237,42.8769333952,POINT (-77.6452877237 42.8769333952)
Public School 15,Bronx,12/10/1981,90NR00070,-73.8306180969,40.8909442375,POINT (-73.8306180969 40.8909442375)
District School #5,Cayuga,10/10/2002,02NR04948,-76.6465378515,43.3237877972,POINT (-76.6465378515 43.3237877972)
Second Old School Baptist Church of Roxbury,Delaware,07/28/1999,99NR01475,-74.5957011106,42.2644706817,POINT (-74.5957011106 42.2644706817)
Public School 35,New York,10/27/1980,90NR00885,-73.9658990768,40.7548845394,POINT (-73.9658990768 40.7548845394)
West High School,Cayuga,08/18/2017,15NR00143,-76.5787697801,42.926685085,POINT (-76.5787697801 42.926685085)
Nott Street School,Schenectady,12/29/2011,11NR06253,-73.9310740289,42.8210165074,POINT (-73.9310740289 42.8210165074)
Hamden District 1 School,Delaware,12/03/2019,18NR00070,-75.0229411839,42.1681742945,POINT (-75.0229411839 42.1681742945)
St. Paul's School,Nassau,11/14/1978,91NR00239,-73.6496621173,40.7265147162,POINT (-73.6496621173 40.7265147162)
Potsdam State Normal School; 2 building complex,St. Lawrence,02/23/2015,14NR06609,-74.9809821058,44.6692376992,POINT (-74.9809821058 44.6692376992)
Buffalo Public School #51 (PS 51),Erie,06/03/2019,18NR00104,-78.9027199209,42.9414033491,POINT (-78.9027199209 42.9414033491)
Jeffersonville School,Sullivan,04/28/1988,90NR01055,-74.9398643261,41.7798249075,POINT (-74.9398643261 41.7798249075)
Grindstone Island Upper Schoolhouse,Jefferson,08/14/2012,12NR06362,-76.1291919852,44.2699672488,POINT (-76.1291919852 44.2699672488)
District School No. 7,Albany,05/16/1996,96NR00973,-73.8999359697,42.4737438524,POINT (-73.8999359697 42.4737438524)
Flushing High School,Queens,02/10/1992,91NR00099,-73.826828129,40.7648810901,POINT (-73.826828129 40.7648810901)
District School No. 9 (The Old Stone Schoolhouse),Orange,09/15/1988,90NR02294,-74.3495210706,41.3764344014,POINT (-74.3495210706 41.3764344014)
Euclid Avenue School,Chautauqua,03/21/1985,90NR00111,-79.2379593487,42.1084358426,POINT (-79.2379593487 42.1084358426)
"Ingalls, J. Ralph, School (Maine Central School)",Broome,01/07/1998,97NR01172,-76.0639753502,42.1939932117,POINT (-76.0639753502 42.1939932117)
Carter Street Schoolhouse No. 21,Jefferson,06/28/1996,96NR00951,-75.9530023767,44.1194088648,POINT (-75.9530023767 44.1194088648)
Stony Point District School No. 4,Rockland,01/04/2012,11NR06284,-74.0215078795,41.2379111023,POINT (-74.0215078795 41.2379111023)
Rock Valley School,Delaware,05/12/2008,07NR05821,-75.0849461612,41.8905507142,POINT (-75.0849461612 41.8905507142)
"Dewey, Chester, School No. 14",Monroe,10/04/1985,90NR01489,-77.5974630143,43.160201075,POINT (-77.5974630143 43.160201075)
West End Collegiate Church and Collegiate School,New York,05/06/1980,90NR00702,-73.9815569907,40.7830434523,POINT (-73.9815569907 40.7830434523)
Potter Hollow District #19 School,Albany,01/04/2012,11NR06210,-74.226793956,42.4235325201,POINT (-74.226793956 42.4235325201)
Former Niagara Falls High School,Niagara,01/24/2002,01NR01801,-79.0473805197,43.0941667518,POINT (-79.0473805197 43.0941667518)
Cobblestone House at 1145 Old School House Road,Seneca,09/20/2009,07NR05750,-76.7748637017,42.9689410474,POINT (-76.7748637017 42.9689410474)
Ferndale School,Sullivan,01/05/2005,04NR05243,-74.7410656805,41.7767532664,POINT (-74.7410656805 41.7767532664)
West Newark Schoolhouse,Tioga,03/16/1998,98NR01305,-76.2362692492,42.241723998,POINT (-76.2362692492 42.241723998)
Public School 39,Kings,04/17/1980,90NR01272,-73.9829123985,40.6686535578,POINT (-73.9829123985 40.6686535578)
